, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Inbound, Label
667,17,1,2,0,458.0,0.0,1,6
467,6,119998299,14,2,0.0,0.0,1,2
976,17,1,2,0,900.0,0.0,1,4
101,17,41258,200,0,88000.0,0.0,1,1
751,17,20764,2,2,62.0,94.0,0,0
563,17,1,2,0,810.0,0.0,1,4
146,17,1,2,0,944.0,0.0,1,4
597,6,2,1,2,0.0,0.0,0,5
826,17,2,2,0,1040.0,0.0,0,1
926,17,109962,4,0,1446.0,0.0,1,3
607,6,48,2,0,0.0,0.0,1,2
58,17,1,2,0,878.0,0.0,1,4
554,17,51,2,0,880.0,0.0,1,4
791,6,1,2,0,0.0,0.0,1,2
61,17,1,2,0,818.0,0.0,1,4
320,17,20554,2,2,58.0,236.0,0,0
467,6,88,1,2,0.0,0.0,0,5
698,17,47503,200,0,88000.0,0.0,1,1
551,17,217598,6,0,2088.0,0.0,1,3
62,6,10027995,5,2,0.0,0.0,1,5
647,17,2,2,0,2944.0,0.0,1,7
309,17,1,2,0,458.0,0.0,1,6
121,17,56261,200,0,88000.0,0.0,1,1
672,6,5179611,12,9,1660.0,4290.0,1,5
515,6,1,2,0,0.0,0.0,1,2
534,6,5213437,12,9,1774.0,4290.0,1,5
315,17,1,2,0,422.0,0.0,1,6
974,17,2,2,0,2928.0,0.0,1,7
808,6,90915912,12,0,0.0,0.0,1,2
567,17,1,2,0,2922.0,0.0,1,7
172,17,1,2,0,778.0,0.0,1,3
359,17,1,2,0,874.0,0.0,1,4
218,17,107799,4,0,1438.0,0.0,1,3
900,6,115140163,18,2,0.0,0.0,1,2
314,17,2,2,0,530.0,0.0,1,6
318,17,47,2,0,458.0,0.0,1,6
927,6,115314624,14,0,0.0,0.0,1,2
529,17,109410,4,0,1446.0,0.0,1,3
891,17,1,2,0,2880.0,0.0,1,7
762,6,78,1,2,0.0,0.0,1,5
209,17,440680,10,0,3744.0,0.0,1,3
51,17,1,2,0,458.0,0.0,1,6
994,17,2,2,0,2944.0,0.0,1,7
373,17,2,2,0,2726.0,0.0,1,7
902,17,1,2,0,458.0,0.0,1,6
501,17,1,2,0,730.0,0.0,1,3
696,17,34184,150,0,66000.0,0.0,1,1
760,17,2,2,0,458.0,0.0,1,6
785,6,10957217,31,36,2750.0,4514.0,1,1
235,17,1,2,0,458.0,0.0,1,6
887,17,2,2,0,2804.0,0.0,1,7
161,17,43213,200,0,88000.0,0.0,1,1
40,6,2,1,2,0.0,0.0,0,5
745,17,2,2,0,458.0,0.0,1,6
124,17,1,2,0,824.0,0.0,1,4
354,17,20616,2,2,50.0,82.0,0,0
770,17,34325,2,2,184.0,298.0,0,0
56,17,89334,200,0,88000.0,0.0,1,1
646,17,121585,200,0,88000.0,0.0,1,1
643,17,37769,200,0,88000.0,0.0,1,1
702,17,108782,4,0,1398.0,0.0,1,3
103,17,38796,200,0,88000.0,0.0,1,1
538,6,1495,4,0,123.0,0.0,0,0
455,6,3,2,0,0.0,0.0,1,5
546,17,81974,200,0,88000.0,0.0,1,1
790,17,72873,200,0,88000.0,0.0,1,1
537,6,168,1,1,0.0,0.0,0,5
580,6,2,2,0,0.0,0.0,1,2
817,6,15299687,10,12,776.0,12318.0,0,0
44,17,1,2,0,2752.0,0.0,1,7
58,17,108897,4,0,1438.0,0.0,1,3
545,17,2,2,0,880.0,0.0,0,1
280,17,112114,200,0,88000.0,0.0,1,1
557,6,3,3,0,0.0,0.0,1,0
723,17,29370,200,0,88000.0,0.0,1,1
501,17,1,2,0,826.0,0.0,1,4
857,6,119915682,16,2,0.0,0.0,1,2
540,6,1834,4,0,123.0,0.0,0,0
942,6,194,1,1,0.0,0.0,0,5
93,6,1,2,0,0.0,0.0,1,2
710,17,1,2,0,966.0,0.0,1,4
595,17,1,2,0,458.0,0.0,1,6
265,17,1,2,0,1088.0,0.0,1,4
881,17,1,2,0,494.0,0.0,1,6
578,17,96372,200,0,88000.0,0.0,1,1
544,17,1,2,0,458.0,0.0,1,6
282,17,1,2,0,1542.0,0.0,1,4
950,17,20653,2,2,76.0,188.0,0,0
315,17,50189,200,0,88000.0,0.0,1,1
50,17,1,2,0,458.0,0.0,1,6
852,6,122,1,2,0.0,0.0,0,1
931,17,1,2,0,422.0,0.0,1,6
700,17,63927,200,0,88000.0,0.0,1,1
367,17,217371,6,0,2088.0,0.0,1,3
591,6,115865939,20,4,0.0,0.0,1,2
524,6,111,1,2,0.0,0.0,1,1
283,17,85345,200,0,88000.0,0.0,1,1
34,17,1,2,0,422.0,0.0,1,6
946,6,138,2,2,0.0,0.0,1,2
806,17,1,2,0,824.0,0.0,1,4
439,17,2,2,0,2944.0,0.0,1,7
9,17,1,2,0,910.0,0.0,1,4
396,17,216938,6,0,2088.0,0.0,1,3
398,17,47,2,0,458.0,0.0,1,6
332,6,48,2,0,0.0,0.0,1,2
462,6,176,1,1,0.0,0.0,0,5
148,6,1,2,0,0.0,0.0,1,2
767,6,1,2,0,0.0,0.0,1,2
447,17,1,2,0,2640.0,0.0,1,7
64,17,51145,200,0,88000.0,0.0,1,1
801,17,3,2,0,2928.0,0.0,1,7
464,6,113886567,14,2,0.0,0.0,1,2
302,17,45128,2,2,78.0,200.0,0,0
460,17,2,2,0,2944.0,0.0,1,7
501,17,2,2,0,2944.0,0.0,1,7
960,17,66137,2,2,50.0,178.0,0,0
839,6,3611924,21,24,1458.0,2834.0,1,5
625,17,25990,150,0,66000.0,0.0,1,1
295,17,48,2,0,738.0,0.0,1,3
233,6,105110101,14,0,0.0,0.0,1,2
235,17,3,2,0,2944.0,0.0,1,7
811,17,330232,8,0,3006.0,0.0,1,3
863,17,106755,4,0,1398.0,0.0,1,3
342,17,47,2,0,926.0,0.0,1,4
853,17,1,2,0,894.0,0.0,1,4
621,17,1,2,0,2560.0,0.0,1,4
38,17,20648,2,2,74.0,186.0,0,0
820,17,1,2,0,822.0,0.0,1,4
646,17,1,2,0,750.0,0.0,1,3
726,17,1,2,0,836.0,0.0,1,4
397,17,212988,6,0,2088.0,0.0,1,3
643,17,1,2,0,750.0,0.0,1,3
670,17,2,2,0,2944.0,0.0,1,7
326,17,53573,200,0,88000.0,0.0,1,1
94,6,209,1,1,0.0,0.0,0,5
509,17,1,2,0,458.0,0.0,1,6
140,17,0,2,0,738.0,0.0,1,3
397,17,2,2,0,2944.0,0.0,1,7
640,6,5002714,8,7,994.0,2146.0,1,5
719,6,97636532,16,6,0.0,0.0,1,2
348,17,2,2,0,2926.0,0.0,1,7
872,6,53378953,9,2,246.0,92.0,0,0
250,17,1,2,0,778.0,0.0,1,3
739,6,1,2,0,0.0,0.0,1,2
875,17,1,2,0,458.0,0.0,1,6
7,6,1,2,0,0.0,0.0,1,2
947,17,2,2,0,2746.0,0.0,1,7
791,17,1,2,0,2760.0,0.0,1,7
515,17,1,2,0,1170.0,0.0,1,4
798,17,7181,4,0,5856.0,0.0,1,1
844,6,10862502,33,34,2750.0,4378.0,1,5
796,17,110636,4,0,1540.0,0.0,1,3
204,17,1,2,0,1496.0,0.0,1,4
131,17,109725,4,0,1446.0,0.0,1,3
818,6,100018519,10,2,0.0,0.0,1,2
357,17,2,2,0,2944.0,0.0,1,7
854,6,112164556,12,6,307.0,184.0,0,0
272,17,73611,200,0,88000.0,0.0,1,1
798,6,80,1,2,0.0,0.0,1,5
102,17,108850,4,0,1398.0,0.0,1,3
920,17,1,2,0,738.0,0.0,1,3
378,17,54205,200,0,88000.0,0.0,1,1
985,17,85472,200,0,88000.0,0.0,1,1
963,17,0,2,0,750.0,0.0,1,3
190,6,915,1,3,0.0,0.0,1,5
568,6,91008832,16,2,0.0,0.0,1,2
248,17,1,2,0,750.0,0.0,1,3
111,6,140,1,1,0.0,0.0,0,5
486,6,48,2,0,0.0,0.0,1,2
464,17,245,4,0,1760.0,0.0,0,1
657,6,110022757,12,4,0.0,0.0,1,2
707,17,29669,200,0,88000.0,0.0,1,1
404,6,5415628,5,2,0.0,0.0,1,5
483,6,173,1,2,0.0,0.0,1,0
425,17,1,2,0,458.0,0.0,1,6
206,6,107435862,16,0,0.0,0.0,1,2
352,17,1,2,0,876.0,0.0,1,4
919,6,492511,5,2,0.0,0.0,1,5
182,6,174,1,1,0.0,0.0,0,5
751,6,106011566,20,2,0.0,0.0,1,2
238,17,1,2,0,826.0,0.0,1,4
546,17,107686,4,0,1398.0,0.0,1,3
591,17,1,2,0,802.0,0.0,1,3
746,17,2,2,0,66.0,0.0,1,5
363,17,49973,200,0,88000.0,0.0,1,1
973,6,1,2,0,0.0,0.0,1,2
511,17,1,2,0,458.0,0.0,1,6
132,17,48,2,0,898.0,0.0,1,4
276,17,1,2,0,458.0,0.0,1,6
76,17,1,2,0,458.0,0.0,1,6
311,17,45056,2,2,70.0,102.0,0,0
381,17,212374,6,0,2088.0,0.0,1,3
900,17,1,2,0,826.0,0.0,1,4
445,17,5,2,0,2944.0,0.0,1,7
82,17,2,2,0,2944.0,0.0,1,7
794,17,1,2,0,944.0,0.0,1,4
437,6,93936,1,2,0.0,0.0,0,5
319,6,538,1,1,0.0,0.0,0,5
342,6,115193532,31,28,896.0,1410.0,0,0
226,17,45101,200,0,88000.0,0.0,1,1
643,6,98,2,2,0.0,0.0,1,2
526,6,1,2,0,0.0,0.0,1,2
933,17,1,2,0,786.0,0.0,1,3
447,6,145,2,2,0.0,0.0,1,5
320,17,880148,18,0,6600.0,0.0,1,3
602,17,1,2,0,1124.0,0.0,1,4
314,6,49,2,0,0.0,0.0,1,2
951,17,1,2,0,870.0,0.0,1,4
577,17,2,2,0,2944.0,0.0,1,7
378,6,943,1,3,0.0,0.0,1,5
285,17,1,2,0,872.0,0.0,1,4
123,17,29097,200,0,88000.0,0.0,1,1
78,17,1,2,0,880.0,0.0,1,4
723,17,5,2,0,2944.0,0.0,1,7
0,17,1,2,0,884.0,0.0,1,4
242,17,1,2,0,808.0,0.0,1,4
140,6,1,2,0,0.0,0.0,1,2
537,17,440581,10,0,3744.0,0.0,1,3
939,17,1,2,0,814.0,0.0,1,4
976,17,1,2,0,2944.0,0.0,1,7
599,17,47379,200,0,88000.0,0.0,1,1
918,6,116321725,16,0,0.0,0.0,1,2
596,17,1,2,0,422.0,0.0,1,6
280,6,119,1,2,0.0,0.0,0,5
855,17,2,2,0,126.0,0.0,1,1
494,6,101,2,2,0.0,0.0,1,2
196,17,45386,2,2,62.0,94.0,0,0
734,17,1,2,0,458.0,0.0,1,6
379,17,1,2,0,872.0,0.0,1,4
873,6,9027755,6,0,0.0,0.0,1,0
393,17,1,2,0,1240.0,0.0,1,4
946,17,2,2,0,2944.0,0.0,1,7
246,17,2,2,0,880.0,0.0,0,1
504,17,93884,200,0,88000.0,0.0,1,1
869,17,107088,4,0,1438.0,0.0,1,3
678,6,1,2,0,0.0,0.0,1,2
610,6,1,2,0,31.0,0.0,0,0
850,17,1,2,0,802.0,0.0,1,3
415,17,985466,20,0,7242.0,0.0,1,3
763,17,2,2,0,2944.0,0.0,1,7
40,17,2,2,0,2944.0,0.0,1,7
328,17,1,2,0,458.0,0.0,1,6
249,6,105,1,2,0.0,0.0,0,5
180,17,2,2,0,2944.0,0.0,1,7
536,17,1,2,0,1180.0,0.0,1,4
147,17,1,2,0,458.0,0.0,1,6
362,6,185,1,1,0.0,0.0,1,5
346,6,48,2,0,0.0,0.0,1,2
926,17,2,2,0,2944.0,0.0,1,7
477,6,112384835,18,8,0.0,0.0,1,2
181,17,1,2,0,2744.0,0.0,1,7
229,17,1,2,0,458.0,0.0,1,6
870,6,1004,1,3,0.0,0.0,1,5
534,6,1,2,0,0.0,0.0,1,2
115,17,880770,18,0,6600.0,0.0,1,3
146,17,2,2,0,2944.0,0.0,1,7
467,6,20888,1,1,0.0,0.0,0,0
315,17,1,2,0,2768.0,0.0,1,7
694,17,1,2,0,900.0,0.0,1,4
99,6,90864137,12,4,0.0,0.0,1,2
363,17,20498,2,2,62.0,164.0,0,0
69,6,211,1,1,0.0,0.0,1,5
285,17,3,2,0,2944.0,0.0,1,7
476,17,44682,200,0,88000.0,0.0,1,1
275,17,20653,2,2,66.0,646.0,0,0
41,17,1,2,0,458.0,0.0,1,6
863,17,3,2,0,2944.0,0.0,1,7
460,17,1,2,0,1058.0,0.0,1,4
212,6,112212332,16,8,307.0,368.0,0,0
42,17,1,2,0,880.0,0.0,0,1
343,17,65756,200,0,88000.0,0.0,1,1
125,17,2,2,0,2460.0,0.0,1,7
889,17,28729,200,0,88000.0,0.0,1,1
56,17,1,2,0,858.0,0.0,1,4
214,6,112213511,12,4,258.0,156.0,0,0
906,17,2,2,0,2780.0,0.0,1,7
296,17,211747,6,0,2088.0,0.0,1,3
382,6,170,1,1,0.0,0.0,1,5
575,17,67453,200,0,88000.0,0.0,1,1
562,17,47483,150,0,66000.0,0.0,1,1
491,6,1,2,0,0.0,0.0,1,2
977,17,2,2,0,2944.0,0.0,1,7
559,17,44598,200,0,88000.0,0.0,1,1
406,6,102788477,12,2,0.0,0.0,1,2
661,6,151,1,1,0.0,0.0,1,5
729,17,1,2,0,778.0,0.0,1,3
810,17,58864,200,0,88000.0,0.0,1,1
861,17,2,2,0,2944.0,0.0,1,7
623,6,133,1,2,0.0,0.0,0,5
209,17,63712,200,0,88000.0,0.0,1,1
971,17,770534,16,0,5940.0,0.0,1,3
614,17,45,2,0,2702.0,0.0,1,7
404,17,29545,200,0,88000.0,0.0,1,1
986,6,108105887,14,0,0.0,0.0,1,2
314,6,5006715,8,7,914.0,2146.0,1,5
624,17,48,2,0,1022.0,0.0,1,4
988,6,113814112,12,0,0.0,0.0,1,2
130,17,1,2,0,2560.0,0.0,1,4
899,17,1,2,0,458.0,0.0,1,6
118,6,95207495,10,0,0.0,0.0,1,2
687,17,20539,2,2,62.0,224.0,0,0
13,6,1,2,0,0.0,0.0,1,2
579,6,1,2,0,0.0,0.0,1,2
729,17,2,2,0,2666.0,0.0,1,7
743,6,110,1,1,0.0,0.0,1,5
160,6,38036481,7,4,0.0,0.0,1,5
281,17,61323,200,0,88000.0,0.0,1,1
302,17,39594,200,0,88000.0,0.0,1,1
319,17,1,2,0,878.0,0.0,1,4
347,17,46527,2,2,84.0,116.0,0,0
290,17,20655,2,2,90.0,122.0,0,0
476,17,1,2,0,1038.0,0.0,1,4
674,6,133,1,1,0.0,0.0,1,5
997,17,46590,2,2,76.0,154.0,0,0
827,17,1,2,0,802.0,0.0,1,3
393,6,111,1,2,0.0,0.0,1,0
281,17,109014,4,0,1398.0,0.0,1,3
21,17,3,2,0,2944.0,0.0,1,7
337,17,34252,200,0,88000.0,0.0,1,1
505,17,50107,200,0,88000.0,0.0,1,1
709,17,2,2,0,786.0,0.0,1,3
638,17,3,2,0,2944.0,0.0,1,7
452,17,1,2,0,458.0,0.0,1,6
534,6,145,1,2,0.0,0.0,1,0
79,17,2,2,0,2672.0,0.0,1,4
511,17,1,2,0,944.0,0.0,1,4
748,6,5583182,12,9,1970.0,4290.0,1,5
407,17,2,2,0,2944.0,0.0,1,7
327,6,49,2,0,0.0,0.0,1,2
488,6,5452198,12,9,2130.0,4290.0,1,1
183,17,2,2,0,2944.0,0.0,1,7
961,17,2,2,0,808.0,0.0,1,4
484,17,2,2,0,2440.0,0.0,1,7
724,6,115874513,20,4,0.0,0.0,1,2
784,17,2,2,0,2760.0,0.0,1,7
345,17,2,2,0,2944.0,0.0,1,7
546,6,1,2,0,31.0,0.0,0,0
164,17,1,2,0,458.0,0.0,1,6
525,6,825,1,3,0.0,0.0,1,5
580,17,1,2,0,458.0,0.0,1,6
640,17,234,4,0,1760.0,0.0,0,1
495,17,1,2,0,458.0,0.0,1,6
336,17,20654,2,2,58.0,166.0,0,0
950,17,1,2,0,1040.0,0.0,0,1
483,17,1,2,0,884.0,0.0,1,4
718,17,1,2,0,458.0,0.0,1,6
741,17,3,2,0,2944.0,0.0,1,7
927,17,3,2,0,2944.0,0.0,1,1
364,6,1,2,0,0.0,0.0,1,2
700,6,7331102,2,8,0.0,0.0,0,0
648,17,47,2,0,422.0,0.0,1,6
284,17,1,2,0,874.0,0.0,1,4
400,17,51,2,0,458.0,0.0,1,6
35,6,99999284,12,2,0.0,0.0,1,2
212,17,1,2,0,1134.0,0.0,1,4
140,6,6247579,12,9,1730.0,4290.0,1,5
316,17,2,2,0,458.0,0.0,1,6
67,17,219839,6,0,2088.0,0.0,1,3
686,17,1,2,0,458.0,0.0,1,6
355,6,6769566,12,9,1754.0,4290.0,1,5
939,17,2,2,0,2944.0,0.0,1,7
956,17,51,2,0,458.0,0.0,1,6
902,17,37640,200,0,88000.0,0.0,1,1
703,17,2,2,0,2736.0,0.0,1,7
530,6,273,1,2,0.0,0.0,1,0
263,17,1,2,0,2240.0,0.0,1,4
117,17,71310,200,0,88000.0,0.0,1,1
673,17,1,2,0,458.0,0.0,1,6
866,6,1,2,0,0.0,0.0,1,2
492,17,73982,200,0,88000.0,0.0,1,1
704,6,178,1,1,0.0,0.0,0,5
898,17,46,2,0,990.0,0.0,1,4
75,17,219875,6,0,2204.0,0.0,1,3
42,6,1,2,0,0.0,0.0,1,2
918,17,2,2,0,2944.0,0.0,1,7
79,6,93,1,2,0.0,0.0,1,5
941,17,1,2,0,766.0,0.0,1,3
811,6,117925875,12,0,0.0,0.0,1,2
990,17,2,2,0,2944.0,0.0,1,7
875,6,12691004,5,2,0.0,0.0,1,5
38,17,1,2,0,2782.0,0.0,1,7
300,17,108859,4,0,1438.0,0.0,1,3
874,17,0,2,0,802.0,0.0,1,3
582,17,1,2,0,804.0,0.0,1,4
147,17,20602,2,2,82.0,594.0,0,0
681,17,87367,200,0,88000.0,0.0,1,1
354,6,48,2,0,0.0,0.0,1,2
897,17,2,2,0,1132.0,0.0,1,4
852,17,1,2,0,458.0,0.0,1,6
448,17,44396,200,0,88000.0,0.0,1,1
243,6,200,1,1,0.0,0.0,1,5
862,17,1,2,0,2766.0,0.0,1,7
792,17,0,2,0,880.0,0.0,0,1
252,6,1,2,0,0.0,0.0,1,2
446,17,3,2,0,2944.0,0.0,1,7
973,17,2,2,0,2944.0,0.0,1,7
936,17,3,2,0,2944.0,0.0,1,7
655,17,1,2,0,458.0,0.0,1,6
935,17,3,2,0,2944.0,0.0,1,1
275,17,49,2,0,458.0,0.0,1,6
652,17,47,2,0,880.0,0.0,1,4
32,17,47233,200,0,88000.0,0.0,1,1
777,17,1,2,0,750.0,0.0,1,3
849,17,1,2,0,458.0,0.0,1,6
943,17,3,2,0,1000.0,0.0,1,4
664,6,3,3,0,62.0,0.0,1,0
491,17,3,2,0,2944.0,0.0,1,7
29,17,3,2,0,836.0,0.0,1,5
246,6,119501538,18,2,0.0,0.0,1,2
830,17,48141,2,2,88.0,144.0,0,0
329,17,20676,2,2,64.0,96.0,0,0
189,6,116756411,28,21,3882.0,7942.0,0,0
69,6,111989580,16,0,0.0,0.0,1,2
930,17,20616,2,2,64.0,166.0,0,0
727,17,2,2,0,458.0,0.0,1,6
512,17,2,2,0,2944.0,0.0,1,7
128,6,133,1,1,0.0,0.0,0,5
315,17,109259,4,0,1446.0,0.0,1,3
40,17,1,2,0,1320.0,0.0,1,4
402,17,2,2,0,2944.0,0.0,1,7
143,17,2,2,0,2944.0,0.0,1,7
473,6,179,1,1,0.0,0.0,0,5
35,17,1,2,0,458.0,0.0,1,6
302,17,1,2,0,458.0,0.0,1,6
933,6,138,1,1,0.0,0.0,0,5
134,17,20702,2,2,92.0,170.0,0,0
332,17,3,2,0,2944.0,0.0,1,7
174,6,147,1,2,0.0,0.0,0,5
769,17,20629,2,2,184.0,216.0,0,0
743,6,108156255,14,0,0.0,0.0,1,2
918,17,1,2,0,458.0,0.0,1,6
919,6,105006172,18,0,0.0,0.0,1,2
175,17,1,2,0,1306.0,0.0,1,4
992,17,2,2,0,2944.0,0.0,1,7
882,17,104827,4,0,1438.0,0.0,1,3
492,6,113478040,14,2,0.0,0.0,1,2
21,17,1,2,0,1228.0,0.0,1,4
96,17,1,2,0,2740.0,0.0,1,7
783,17,2,2,0,2928.0,0.0,1,7
404,6,49,2,0,0.0,0.0,1,2
969,17,20608,2,2,100.0,156.0,0,0
761,17,3,2,0,182.0,0.0,1,7
759,6,111788465,12,0,0.0,0.0,1,2
58,17,20740,2,2,70.0,166.0,0,0
202,6,115845608,18,2,0.0,0.0,1,2
762,17,110064,4,0,1446.0,0.0,1,3
56,17,3,2,0,2944.0,0.0,1,7
243,17,20632,2,2,94.0,206.0,0,0
422,17,107924,4,0,1438.0,0.0,1,3
938,17,3,2,0,2944.0,0.0,1,1
509,17,2,2,0,2944.0,0.0,1,7
542,17,45737,200,0,88000.0,0.0,1,1
559,17,1,2,0,830.0,0.0,1,4
210,6,1,2,0,0.0,0.0,1,2
387,17,110000,4,0,1446.0,0.0,1,3
113,17,20674,2,2,74.0,212.0,0,0
611,17,2,2,0,1000.0,0.0,1,4
817,17,2,2,0,2944.0,0.0,1,1
90,17,215767,6,0,2088.0,0.0,1,3
955,17,20772,2,2,66.0,194.0,0,0
58,17,1,2,0,458.0,0.0,1,6
347,17,45673,200,0,88000.0,0.0,1,1
721,6,115283612,12,2,0.0,0.0,1,2
420,17,2,2,0,2944.0,0.0,1,7
148,17,1,2,0,766.0,0.0,1,3
686,17,1,2,0,896.0,0.0,1,4
440,17,3,2,0,2896.0,0.0,1,7
695,17,1,2,0,458.0,0.0,1,6
943,17,2,2,0,1040.0,0.0,0,1
878,17,15488,4,0,5856.0,0.0,1,1
543,6,5006587,8,7,1326.0,2146.0,1,5
170,17,2,2,0,880.0,0.0,0,1
679,17,2,2,0,2944.0,0.0,1,7
681,6,104,1,2,0.0,0.0,1,5
528,17,3,2,0,2944.0,0.0,1,7
635,6,135909,4,2,0.0,0.0,1,5
698,17,1,2,0,458.0,0.0,1,6
0,6,110861755,26,26,616.0,768.0,0,0
972,6,111704707,14,0,0.0,0.0,1,2
283,17,1,2,0,778.0,0.0,1,3
489,6,20106078,9,12,5986.0,876.0,0,0
783,17,1,2,0,750.0,0.0,1,3
830,17,58984,200,0,88000.0,0.0,1,1
711,6,5940670,5,2,0.0,0.0,0,0
514,17,1,2,0,878.0,0.0,1,4
791,6,108700,4,2,148.0,252.0,0,0
755,17,2,2,0,2452.0,0.0,1,7
890,17,1,2,0,458.0,0.0,1,6
1,17,1,2,0,2346.0,0.0,1,4
774,17,1,2,0,1176.0,0.0,1,4
74,17,2,2,0,2944.0,0.0,1,7
542,17,1,2,0,458.0,0.0,1,6
389,17,1,2,0,738.0,0.0,1,3
981,17,46015,2,2,86.0,198.0,0,0
44,17,1,2,0,458.0,0.0,1,6
754,17,1,2,0,832.0,0.0,1,4
760,17,3,2,0,2944.0,0.0,1,7
316,17,65349,200,0,88000.0,0.0,1,1
438,17,1,2,0,458.0,0.0,1,6
350,6,132,1,2,0.0,0.0,1,5
755,17,1,2,0,880.0,0.0,1,4
199,17,107610,4,0,1398.0,0.0,1,3
516,17,3,2,0,2944.0,0.0,1,7
912,17,2,2,0,2944.0,0.0,1,7
234,17,1,2,0,1040.0,0.0,0,4
93,17,1,2,0,738.0,0.0,1,3
940,17,1,2,0,1492.0,0.0,1,4
618,17,1,2,0,870.0,0.0,1,4
6,17,2,2,0,868.0,0.0,1,4
19,17,1,2,0,750.0,0.0,1,3
787,6,1331560,6,6,0.0,0.0,1,5
995,17,20738,2,2,84.0,204.0,0,0
515,17,2,2,0,2718.0,0.0,1,7
63,17,0,2,0,884.0,0.0,1,4
63,17,2,2,0,458.0,0.0,1,6
624,17,106381,4,0,1438.0,0.0,1,3
885,17,50,2,0,458.0,0.0,1,6
297,6,5005961,8,7,632.0,2146.0,1,5
916,6,107,1,2,0.0,0.0,1,5
243,17,2,2,0,458.0,0.0,1,6
564,17,1,2,0,494.0,0.0,1,6
706,17,1,2,0,802.0,0.0,1,3
266,17,64662,200,0,88000.0,0.0,1,1
696,6,1,2,0,0.0,0.0,1,2
485,6,334,1,2,0.0,0.0,1,0
355,17,1,2,0,802.0,0.0,1,3
786,17,1,2,0,458.0,0.0,1,6
106,6,156,1,1,0.0,0.0,1,5
724,17,1,2,0,458.0,0.0,1,6
1,17,1,2,0,458.0,0.0,1,6
588,6,40188,1,3,0.0,0.0,0,0
467,17,109522,4,0,1446.0,0.0,1,3
968,6,153,1,1,0.0,0.0,0,5
196,17,1,2,0,458.0,0.0,1,6
274,17,59582,200,0,88000.0,0.0,1,1
911,6,116,1,2,0.0,0.0,1,5
556,6,3,2,0,0.0,0.0,0,0
804,17,1,2,0,458.0,0.0,1,6
794,6,158,1,2,0.0,0.0,1,0
742,17,2,2,0,880.0,0.0,0,1
433,17,3,2,0,880.0,0.0,1,1
126,6,141705,14,9,1639.0,5618.0,0,0
541,17,1,2,0,802.0,0.0,1,3
565,17,45,2,0,1044.0,0.0,1,4
381,17,3,2,0,2928.0,0.0,1,7
184,6,1,2,0,0.0,0.0,1,2
549,6,2,2,0,31.0,0.0,0,0
352,6,99,1,2,0.0,0.0,0,5
388,17,2,2,0,2748.0,0.0,1,7
684,17,1,2,0,458.0,0.0,1,6
109,17,214041,6,0,2088.0,0.0,1,3
565,17,1,2,0,766.0,0.0,1,3
520,6,453,4,0,123.0,0.0,0,0
867,6,134,1,1,0.0,0.0,1,5
273,17,88941,200,0,88000.0,0.0,1,1
38,17,1,2,0,738.0,0.0,1,3
925,17,20688,2,2,82.0,498.0,0,0
248,17,1,2,0,458.0,0.0,1,6
634,17,1,2,0,458.0,0.0,1,6
221,6,1,2,0,0.0,0.0,1,2
290,17,1,2,0,814.0,0.0,1,4
382,6,51,2,0,0.0,0.0,1,2
95,17,1,2,0,914.0,0.0,1,4
513,17,79096,200,0,88000.0,0.0,1,1
162,17,1,2,0,1714.0,0.0,1,4
858,6,1,2,0,0.0,0.0,1,2
232,17,108973,4,0,1438.0,0.0,1,3
210,17,1,2,0,2944.0,0.0,1,4
543,17,109607,4,0,1446.0,0.0,1,3
379,17,62416,200,0,88000.0,0.0,1,1
286,6,1,2,0,0.0,0.0,1,2
25,6,144,1,2,0.0,0.0,1,5
248,17,37639,200,0,88000.0,0.0,1,1
571,6,4474498,9,6,1184.0,2146.0,1,5
778,17,20733,2,2,86.0,366.0,0,0
711,17,1,2,0,870.0,0.0,1,4
267,17,59091,200,0,88000.0,0.0,1,1
508,17,986646,20,0,7242.0,0.0,1,3
6,17,2,2,0,2944.0,0.0,1,7
583,17,1,2,0,778.0,0.0,1,3
370,17,1,2,0,458.0,0.0,1,6
54,17,2,2,0,2944.0,0.0,1,7
975,17,2,2,0,826.0,0.0,1,4
908,6,11108738,33,36,2750.0,4378.0,1,5
957,6,1,2,0,0.0,0.0,1,2
558,17,1,2,0,458.0,0.0,1,6
287,6,179,1,1,0.0,0.0,0,5
895,6,114488623,16,0,0.0,0.0,1,2
71,6,1,2,0,0.0,0.0,1,2
14,17,214133,6,0,2088.0,0.0,1,3
970,17,3,2,0,2944.0,0.0,1,7
573,17,1,2,0,808.0,0.0,1,4
895,6,138,1,1,0.0,0.0,0,5
691,6,116967740,12,0,0.0,0.0,1,2
944,17,58212,200,0,88000.0,0.0,1,1
526,6,1,2,0,31.0,0.0,0,0
697,17,1,2,0,738.0,0.0,1,3
688,17,35746,200,0,88000.0,0.0,1,1
719,17,1,2,0,458.0,0.0,1,6
77,17,0,2,0,738.0,0.0,1,3
290,6,110912889,14,2,0.0,0.0,1,2
964,17,47061,200,0,88000.0,0.0,1,1
829,17,1,2,0,458.0,0.0,1,6
60,6,123910,1,2,0.0,0.0,0,5
194,17,2,2,0,2944.0,0.0,1,7
886,6,115928286,10,2,0.0,0.0,1,2
387,17,1,2,0,458.0,0.0,1,6
479,6,1,2,0,0.0,0.0,1,2
